Price,Type,Method,CouncilArea,Rooms,Distance,Bathroom,Car,Lattitude,Longtitude,year,month,day
865000,h,SP,Darebin City Council,3,6.4,1,1,-37.7802,145.0243,2016,5,22
390000,u,VB,Darebin City Council,2,6.4,1,1,-37.7773,145.0314,2016,5,22
650000,t,SP,Darebin City Council,2,6.4,1,0,-37.7848,145.025,2016,9,24
512000,u,S,Darebin City Council,2,6.4,1,1,-37.7805,145.0262,2017,2,25
1361000,h,S,Darebin City Council,3,6.4,1,0,-37.7796,145.0285,2017,2,25
1165000,h,S,Darebin City Council,3,6.4,1,2,-37.7792,145.029,2016,6,27
1900000,h,SP,Darebin City Council,4,6.4,2,2,-37.7844,145.0225,2016,11,27
1485000,h,SP,Darebin City Council,3,6.4,0,0,-37.7781,145.0284,2016,8,28
1950000,h,S,Darebin City Council,4,6.4,2,3,-37.7719,145.0309,2016,7,30
520000,h,VB,Hobsons Bay City Council,3,13.8,2,1,-37.87,144.825,2016,9,3
1525000,h,S,Hobsons Bay City Council,5,13.8,3,3,-37.8721,144.8105,2016,12,3
720000,t,S,Hobsons Bay City Council,2,13.8,1,2,-37.8687,144.8197,2016,2,4
1120000,h,S,Hobsons Bay City Council,3,13.8,1,2,-37.8693,144.8375,2017,3,4
780000,h,PI,Hobsons Bay City Council,4,13.8,1,4,-37.868,144.8154,2016,6,4
1780000,h,SP,Hobsons Bay City Council,4,13.8,3,6,-37.8681,144.819,2016,6,4
630000,u,S,Hobsons Bay City Council,3,13.8,1,2,-37.8702,144.8143,2016,8,6
406000,u,SP,Hobsons Bay City Council,2,13.8,1,1,-37.8693,144.8171,2016,8,6
660000,h,VB,Hobsons Bay City Council,3,13.8,1,1,-37.8616,144.8116,2016,5,7
683500,h,S,Hobsons Bay City Council,3,13.8,1,1,-37.8594,144.817,2016,11,7
580000,u,S,Hobsons Bay City Council,2,13.8,1,1,-37.8696,144.827,2016,10,8
1335000,h,S,Hobsons Bay City Council,3,13.8,1,4,-37.8697,144.8249,2016,10,8
800000,t,SP,Hobsons Bay City Council,3,13.8,2,2,-37.8734,144.8143,2016,10,8
510000,u,S,Hobsons Bay City Council,2,13.8,1,1,-37.8686,144.8182,2016,9,10
1070000,h,S,Hobsons Bay City Council,4,13.8,2,2,-37.8733,144.8147,2016,9,10
425000,u,S,Hobsons Bay City Council,2,13.8,1,2,-37.871,144.8185,2016,9,10
605000,u,S,Hobsons Bay City Council,3,13.8,2,2,-37.8646,144.827,2016,12,10
705000,t,S,Hobsons Bay City Council,3,13.8,2,2,-37.8579,144.8181,2017,2,11
391000,u,SP,Hobsons Bay City Council,2,13.8,1,1,-37.8678,144.8384,2017,2,11
440000,u,SP,Hobsons Bay City Council,2,13.8,1,1,-37.8659,144.831,2017,2,11
845000,h,S,Hobsons Bay City Council,4,13.8,1,2,-37.8658,144.8155,2017,2,11
743000,t,SP,Hobsons Bay City Council,3,13.8,2,2,-37.8698,144.816,2016,11,12
730000,u,SP,Hobsons Bay City Council,3,13.8,2,1,-37.868,144.8286,2016,8,13
635000,h,S,Hobsons Bay City Council,3,13.8,1,4,-37.8611,144.8114,2016,5,14
620000,u,SP,Hobsons Bay City Council,2,13.8,1,1,-37.8676,144.8202,2016,5,14
447000,u,S,Hobsons Bay City Council,2,13.8,1,1,-37.8655,144.8299,2016,10,15
730000,u,SP,Hobsons Bay City Council,3,13.8,2,1,-37.868,144.8287,2016,4,16
678000,h,S,Hobsons Bay City Council,3,13.8,1,2,-37.8608,144.8124,2016,4,16
580000,u,PI,Hobsons Bay City Council,2,13.8,2,1,-37.8687,144.8268,2016,7,16
712000,h,S,Hobsons Bay City Council,3,13.8,1,2,-37.8674,144.8375,2016,9,17
840000,h,SP,Hobsons Bay City Council,3,13.8,2,2,-37.86,144.8245,2017,3,18
980000,h,S,Hobsons Bay City Council,3,13.8,1,2,-37.8672,144.817,2016,11,19
605100,t,S,Hobsons Bay City Council,3,13.8,2,0,-37.8583,144.8172,2016,5,22
880000,h,PI,Hobsons Bay City Council,3,13.8,3,1,-37.8699,144.8235,2016,8,22
577000,u,S,Hobsons Bay City Council,3,13.8,2,1,-37.8684,144.815,2016,4,23
1030000,h,S,Hobsons Bay City Council,4,13.8,1,0,-37.8663,144.8387,2017,2,25
605000,u,S,Hobsons Bay City Council,3,13.8,1,2,-37.8659,144.822,2017,2,25
753000,h,S,Hobsons Bay City Council,3,13.8,2,2,-37.8612,144.8247,2016,6,27
857000,h,SP,Hobsons Bay City Council,2,13.8,2,1,-37.8653,144.8129,2016,11,27
1500000,h,S,Hobsons Bay City Council,3,13.8,1,1,-37.8651,144.832,2016,5,28
730000,u,SP,Hobsons Bay City Council,3,13.8,2,1,-37.868,144.8285,2016,5,28
900000,h,S,Hobsons Bay City Council,3,13.8,1,4,-37.871,144.8075,2016,5,28
740000,h,S,Hobsons Bay City Council,3,13.8,1,2,-37.8631,144.8195,2016,8,28
931000,h,S,Hobsons Bay City Council,4,13.8,2,3,-37.8637,144.8365,2016,8,28
535600,h,SP,Hobsons Bay City Council,2,13.8,1,1,-37.8646,144.8272,2016,7,30
1085000,h,S,Hobsons Bay City Council,5,11.1,3,6,-37.8388,144.8567,2016,9,3
781000,h,S,Hobsons Bay City Council,3,11.1,1,2,-37.8291,144.835,2016,9,3
750000,h,SP,Hobsons Bay City Council,3,11.1,1,3,-37.8449,144.85,2017,3,4
421000,t,S,Hobsons Bay City Council,2,11.1,1,1,-37.8351,144.8529,2017,3,4
1405000,h,S,Hobsons Bay City Council,3,11.1,1,3,-37.8338,144.8562,2017,3,4
683000,h,S,Hobsons Bay City Council,3,11.1,1,2,-37.8284,144.8355,2016,6,4
623000,h,S,Hobsons Bay City Council,3,11.1,1,3,-37.8267,144.8368,2016,6,4
720000,h,VB,Hobsons Bay City Council,3,11.1,2,1,-37.8379,144.8583,2016,8,6
588000,h,S,Hobsons Bay City Council,3,11.1,1,1,-37.838,144.8555,2016,5,7
710000,h,PI,Hobsons Bay City Council,3,11.1,1,3,-37.8294,144.8378,2016,11,7
875000,h,SP,Hobsons Bay City Council,4,11.1,1,4,-37.8448,144.8529,2016,10,8
700000,h,VB,Hobsons Bay City Council,3,11.1,1,3,-37.8449,144.85,2016,12,10
640000,t,S,Hobsons Bay City Council,2,11.1,1,1,-37.8397,144.8602,2017,3,11
650000,h,SP,Hobsons Bay City Council,4,11.1,1,4,-37.8451,144.8529,2016,6,12
675000,h,S,Hobsons Bay City Council,3,11.1,2,2,-37.8337,144.8554,2016,5,14
708000,h,S,Hobsons Bay City Council,3,11.1,1,2,-37.8258,144.8523,2016,10,15
965000,h,SP,Hobsons Bay City Council,4,11.1,1,4,-37.8345,144.8444,2016,10,15
680000,h,S,Hobsons Bay City Council,3,11.1,1,3,-37.8254,144.8514,2016,11,19
770000,h,SP,Hobsons Bay City Council,3,11.1,1,3,-37.8327,144.8451,2016,11,19
923000,h,S,Hobsons Bay City Council,3,11.1,1,2,-37.8269,144.8455,2016,5,22
693000,h,SP,Hobsons Bay City Council,4,11.1,2,4,-37.8391,144.8467,2016,5,22
620000,h,SP,Hobsons Bay City Council,3,11.1,2,2,-37.8262,144.8443,2016,8,22
728500,h,S,Hobsons Bay City Council,3,11.1,1,1,-37.8277,144.8385,2016,8,22
931000,h,S,Hobsons Bay City Council,3,11.1,2,1,-37.8382,144.8649,2016,8,22
988000,h,S,Hobsons Bay City Council,3,11.1,1,4,-37.8423,144.8632,2016,8,22
590000,h,S,Hobsons Bay City Council,3,11.1,1,2,-37.8444,144.8491,2016,4,23
610000,h,S,Hobsons Bay City Council,2,11.1,1,2,-37.834,144.8553,2016,9,24
815000,h,S,Hobsons Bay City Council,3,11.1,2,3,-37.8318,144.8388,2017,2,25
970000,h,S,Hobsons Bay City Council,4,11.1,1,2,-37.833,144.8494,2017,2,25
760000,h,S,Hobsons Bay City Council,4,11.1,1,3,-37.8262,144.8439,2016,6,27
847500,t,S,Hobsons Bay City Council,4,11.1,3,1,-37.8393,144.8568,2016,6,27
1200000,h,SP,Hobsons Bay City Council,4,11.1,1,4,-37.8375,144.8541,2016,11,27
700000,h,SP,Hobsons Bay City Council,3,11.1,1,1,-37.8441,144.8505,2016,11,27
625000,h,PI,Hobsons Bay City Council,3,11.1,1,1,-37.8285,144.8351,2016,5,28
292000,u,S,Hobsons Bay City Council,2,11.1,1,1,-37.8332,144.8649,2016,8,28
599000,u,S,Stonnington City Council,2,6.3,1,1,-37.8543,145.0262,2016,9,3
550000,u,VB,Stonnington City Council,2,6.3,1,0,-37.8539,145.0284,2016,12,3
995000,u,S,Stonnington City Council,3,6.3,2,2,-37.8552,145.016,2016,12,3
1205000,t,S,Stonnington City Council,3,6.3,2,2,-37.854,145.0135,2016,12,3
1939000,h,S,Stonnington City Council,3,6.3,2,2,-37.8614,145.0274,2016,12,3
421500,u,S,Stonnington City Council,1,6.3,1,0,-37.853,145.0167,2016,12,3
1870000,h,S,Stonnington City Council,3,6.3,1,1,-37.8592,145.0182,2017,3,4
678000,u,S,Stonnington City Council,2,6.3,1,2,-37.8538,145.0127,2017,3,4
1918000,t,SP,Stonnington City Council,3,6.3,2,2,-37.8537,145.0267,2017,3,4
660000,u,SP,Stonnington City Council,2,6.3,1,1,-37.8619,145.0257,2017,3,4
2050000,h,S,Stonnington City Council,3,6.3,2,1,-37.8574,145.0281,2017,3,4
700000,u,VB,Stonnington City Council,2,6.3,1,2,-37.8552,145.016,2016,6,4
3625000,u,S,Stonnington City Council,2,6.3,2,2,-37.8555,145.0291,2016,6,4
3000000,h,VB,Stonnington City Council,4,6.3,2,2,-37.858,145.0111,2016,6,4
1525000,h,PI,Stonnington City Council,5,6.3,2,2,-37.8638,145.0229,2016,5,7
735000,u,PI,Stonnington City Council,3,6.3,2,1,-37.8543,145.0262,2016,5,7
825000,u,S,Stonnington City Council,2,6.3,1,1,-37.8528,145.0268,2016,5,7
1586000,t,S,Stonnington City Council,3,6.3,2,2,-37.8566,145.0116,2016,5,7
645000,u,S,Stonnington City Council,2,6.3,1,1,-37.8596,145.0198,2016,10,8
1435000,h,SP,Stonnington City Council,1,6.3,2,1,-37.8564,145.0228,2016,10,8
280000,u,PI,Stonnington City Council,1,6.3,1,1,-37.8619,145.0185,2016,9,10
400000,u,PI,Stonnington City Council,1,6.3,1,1,-37.8605,145.0185,2016,12,10
1780000,h,S,Stonnington City Council,2,6.3,2,2,-37.8537,145.0267,2016,12,10
592500,u,S,Stonnington City Council,2,6.3,1,1,-37.8574,145.0174,2016,12,10
1210000,h,S,Stonnington City Council,2,6.3,1,0,-37.8543,145.016,2016,11,12
2801000,h,S,Stonnington City Council,4,6.3,2,2,-37.8536,145.0173,2016,11,12
390000,u,S,Stonnington City Council,1,6.3,1,0,-37.8614,145.0222,2016,5,14
1800000,h,PI,Stonnington City Council,3,6.3,2,2,-37.8545,145.0145,2016,10,15
2200000,h,PI,Stonnington City Council,4,6.3,1,2,-37.8613,145.0264,2016,10,15
324000,u,S,Stonnington City Council,1,6.3,1,1,-37.8537,145.0114,2016,4,16
5525000,h,S,Stonnington City Council,6,6.3,3,4,-37.8602,145.013,2016,9,17
1125000,h,S,Stonnington City Council,2,6.3,1,2,-37.851,145.0161,2016,9,17
2250000,h,S,Stonnington City Council,3,6.3,3,1,-37.8511,145.0167,2016,9,17
2360000,h,S,Stonnington City Council,3,6.3,2,0,-37.8558,145.015,2017,3,18
1900000,h,VB,Stonnington City Council,2,6.3,2,0,-37.8571,145.0224,2017,3,18
440000,u,SP,Stonnington City Council,1,6.3,1,1,-37.8531,145.0115,2017,3,18
490000,u,PI,Stonnington City Council,2,6.3,1,1,-37.8646,145.0247,2016,6,18
2365000,h,S,Stonnington City Council,3,6.3,2,1,-37.8521,145.019,2016,6,18
1300000,h,VB,Stonnington City Council,3,6.3,1,2,-37.8542,145.0149,2016,6,18
732000,u,S,Stonnington City Council,3,6.3,2,2,-37.8597,145.0104,2016,6,18
704000,u,SP,Stonnington City Council,2,6.3,1,1,-37.8573,145.0186,2016,11,19
620000,u,VB,Stonnington City Council,2,6.3,1,1,-37.8596,145.0198,2016,11,19
1900000,h,S,Stonnington City Council,3,6.3,1,2,-37.8559,145.0158,2016,5,22
315000,u,SP,Stonnington City Council,1,6.3,1,1,-37.8575,145.0174,2016,8,22
450000,u,PI,Stonnington City Council,1,6.3,1,1,-37.8509,145.0203,2016,9,24
710000,u,S,Stonnington City Council,2,6.3,1,1,-37.8573,145.0186,2017,2,25
872000,u,S,Stonnington City Council,2,6.3,1,1,-37.8604,145.0147,2017,2,25
598000,u,S,Stonnington City Council,2,6.3,1,1,-37.8593,145.0156,2017,2,25
1285000,h,S,Stonnington City Council,3,6.3,1,2,-37.8554,145.0173,2017,2,25
3660000,h,S,Stonnington City Council,4,6.3,3,2,-37.8593,145.0275,2017,2,25
520000,u,S,Stonnington City Council,2,6.3,1,1,-37.8618,145.0183,2016,6,27
3625000,h,S,Stonnington City Council,4,6.3,1,2,-37.8574,145.016,2016,11,27
4200000,h,VB,Stonnington City Council,4,6.3,3,3,-37.8582,145.0138,2016,11,27
1101000,t,S,Stonnington City Council,3,6.3,1,2,-37.8542,145.0135,2016,11,27
3512500,h,S,Stonnington City Council,3,6.3,2,2,-37.8557,145.0264,2016,11,27
2000000,h,PI,Stonnington City Council,4,6.3,3,4,-37.8611,145.0195,2016,5,28
869000,u,S,Stonnington City Council,3,6.3,1,1,-37.853,145.0264,2016,5,28
2810000,h,S,Stonnington City Council,5,6.3,2,2,-37.8611,145.0271,2016,8,28
565000,u,S,Stonnington City Council,2,6.3,1,1,-37.8573,145.0112,2016,8,28
567000,u,S,Stonnington City Council,1,6.3,1,1,-37.8549,145.0113,2016,8,28
546000,u,SP,Stonnington City Council,2,6.3,0,0,-37.8568,145.0161,2016,7,30
471500,u,S,Stonnington City Council,2,6.3,1,1,-37.8503,145.0185,2016,7,30
455000,u,S,Moonee Valley City Council,2,5.9,1,2,-37.7756,144.9165,2016,9,3
940000,h,S,Moonee Valley City Council,3,5.9,1,2,-37.7777,144.9195,2016,12,3
467000,u,SP,Moonee Valley City Council,2,5.9,1,1,-37.7761,144.9201,2016,12,3
1380000,h,SP,Moonee Valley City Council,3,5.9,2,2,-37.7777,144.9221,2017,3,4
490000,u,VB,Moonee Valley City Council,2,5.9,1,1,-37.7736,144.9015,2017,3,4
1850000,h,S,Moonee Valley City Council,4,5.9,3,1,-37.7729,144.9179,2017,3,4
1284000,h,S,Moonee Valley City Council,3,5.9,1,2,-37.7758,144.9089,2017,3,4
971000,h,SP,Moonee Valley City Council,3,5.9,2,2,-37.775,144.9091,2016,6,4
710000,h,PI,Moonee Valley City Council,2,5.9,1,1,-37.7776,144.9142,2016,6,4
2425000,h,PI,Moonee Valley City Council,6,5.9,3,2,-37.7721,144.9184,2016,6,4
750000,h,SP,Moonee Valley City Council,2,5.9,1,1,-37.7745,144.9093,2016,6,4
1053000,h,S,Moonee Valley City Council,2,5.9,1,1,-37.7748,144.929,2016,8,6
1377000,h,S,Moonee Valley City Council,3,5.9,1,1,-37.7756,144.9208,2016,8,6
970000,h,S,Moonee Valley City Council,3,5.9,1,2,-37.7759,144.91,2016,5,7
940000,h,S,Moonee Valley City Council,2,5.9,1,1,-37.773,144.9049,2016,5,7
751000,h,PI,Moonee Valley City Council,2,5.9,1,1,-37.7807,144.9288,2016,5,7
950000,h,SP,Moonee Valley City Council,2,5.9,1,1,-37.7731,144.9206,2016,5,7
685000,u,S,Moonee Valley City Council,2,5.9,1,2,-37.7718,144.9066,2016,11,7
